,source,target,test_case,sLabel,tLabel,stLabSim,stLabEmbSim,stLabEmbWDSim,sLabelNS,tLabelNS,stLabNSSim,stLabNSEmbSim,stLabNSEmbWDSim,sDRLabel,tDRLabel,stDRLabSim,stDRLabEmbSim,stDRLabEmbWDSim,sDRLabelNS,tDRLabelNS,stDRLabNSSim,stDRLabNSEmbSim,stDRLabNSEmbWDSim
10,http://iasted#done_till,http://sigkdd#Start_of_conference,iasted-sigkdd,done till,start of conference,1.1253517471925912e-07,0.69774497,0.3829540796783377,done till,start conference,2.2603294069810542e-06,0.7817546,0.62966598691842,deadline done till,conference start of conference,3.775134544279098e-11,0.79483277,0.4718426187509013,deadline done till,conference start conference,7.582560427911907e-10,0.8495181,0.6836448547199456
11,http://iasted#has_amount_of,http://sigkdd#City_of_conference,iasted-sigkdd,has amount of,city of conference,1.1253517471925912e-07,0.8296924,0.5906165539684083,amount,city conference,2.2603294069810542e-06,0.71776485,0.6472229329863836,money has amount of,conference city of conference,2.7894680928689246e-10,0.85757077,0.6210348514664592,money amount,conference city conference,2.061153622438558e-09,0.7903118,0.6740111065518984
12,http://iasted#has_amount_of,http://sigkdd#Currency,iasted-sigkdd,has amount of,currency,6.14421235332821e-06,0.5676866,0.3283052989257754,amount,currency,0.0009118819655545162,0.74684054,0.7468405612443342,money has amount of,registration fee currency,2.7894680928689246e-10,0.69475675,0.3295278715739666,money amount,registration fee currency,2.061153622438558e-09,0.8201073,0.5969909792394423
13,http://iasted#has_amount_of,http://sigkdd#Date,iasted-sigkdd,has amount of,date,1.670170079024566e-05,0.5076314,0.2935741187604952,amount,date,0.0024787521766663585,0.6178405,0.617840537533609,money has amount of,deadline date,4.139937718785167e-08,0.654392,0.37126587219287427,money amount,deadline date,6.14421235332821e-06,0.74794215,0.6377439632991957
14,http://iasted#has_amount_of,http://sigkdd#E-mail,iasted-sigkdd,has amount of,e mail,1.670170079024566e-05,0.0637166,0.0037993159934768825,amount,e mail,0.0024787521766663585,0.06512724,0.0059690731992028,money has amount of,person e mail,4.139937718785167e-08,0.2701023,0.021344392780629468,money amount,person e mail,1.670170079024566e-05,0.27708367,0.030253348646374655
15,http://iasted#has_amount_of,http://sigkdd#End_of_conference,iasted-sigkdd,has amount of,end of conference,3.059023205018258e-07,0.8027793,0.5453571049592727,amount,end conference,6.14421235332821e-06,0.6927696,0.5864414469017105,money has amount of,conference end of conference,7.582560427911907e-10,0.8421812,0.584988734425395,money amount,conference end conference,5.602796437537268e-09,0.77647686,0.6294782159650284
16,http://iasted#has_amount_of,http://sigkdd#Name,iasted-sigkdd,has amount of,name,1.670170079024566e-05,0.5430663,0.31406686759838515,amount,name,0.006737946999085467,0.6003761,0.6003761216394128,money has amount of,person name,1.1253517471925912e-07,0.7280076,0.4075433578390039,money amount,person name,1.670170079024566e-05,0.7860216,0.6656312130528192
17,http://iasted#has_amount_of,http://sigkdd#Name_of_conference,iasted-sigkdd,has amount of,name of conference,3.059023205018258e-07,0.8523599,0.62343722619393,amount,name conference,1.670170079024566e-05,0.7369667,0.6554499311300527,money has amount of,conference name of conference,2.061153622438558e-09,0.8732617,0.646742382867206,money amount,conference name conference,1.522997974471263e-08,0.80240864,0.6779389957225443
18,http://iasted#has_amount_of,http://sigkdd#Name_of_sponsor,iasted-sigkdd,has amount of,name of sponsor,6.14421235332821e-06,0.8429638,0.6142663916691471,amount,name sponsor,0.00012340980408667956,0.7122701,0.6410406216605355,money has amount of,sponzor name of sponsor,4.139937718785167e-08,0.8763817,0.6314886442788773,money amount,sponzor name sponsor,8.315287191035679e-07,0.80108845,0.6539744418275255
19,http://iasted#has_amount_of,http://sigkdd#Nation,iasted-sigkdd,has amount of,nation,4.5399929762484854e-05,0.5851109,0.3383821398115683,amount,nation,0.006737946999085467,0.671758,0.6717580151773933,money has amount of,person nation,3.059023205018258e-07,0.72604257,0.42046682084755527,money amount,person nation,1.670170079024566e-05,0.7981846,0.715142912664619
20,http://iasted#has_amount_of,http://sigkdd#Price,iasted-sigkdd,has amount of,price,2.2603294069810542e-06,0.5485184,0.3172199203139305,amount,price,0.0024787521766663585,0.7258308,0.725830817249849,money has amount of,registration fee price,2.061153622438558e-09,0.67199177,0.3203804679399767,money amount,registration fee price,5.602796437537268e-09,0.78832996,0.5770781485091798
21,http://iasted#has_amount_of,http://sigkdd#Start_of_conference,iasted-sigkdd,has amount of,start of conference,1.1253517471925912e-07,0.83521587,0.6102658710188029,amount,start conference,2.2603294069810542e-06,0.7307029,0.6837924478032699,money has amount of,conference start of conference,2.7894680928689246e-10,0.8599019,0.6364672863018073,money amount,conference start conference,2.061153622438558e-09,0.79615283,0.7043565467506577
22,http://iasted#is_dated_on,http://sigkdd#City_of_conference,iasted-sigkdd,is dated on,city of conference,3.059023205018258e-07,0.5853241,0.23417076355530717,dated,city conference,2.2603294069810542e-06,0.5718385,0.515638198853073,activity is dated on,conference city of conference,2.7894680928689246e-10,0.7262487,0.32301969601198977,activity dated,conference city conference,2.061153622438558e-09,0.81329197,0.6589497728842343
23,http://iasted#is_dated_on,http://sigkdd#Currency,iasted-sigkdd,is dated on,currency,4.5399929762484854e-05,0.5196256,0.2763484365609726,dated,currency,0.0009118819655545162,0.5811402,0.5811402057916576,activity is dated on,registration fee currency,7.582560427911907e-10,0.6564811,0.3051431988231676,activity dated,registration fee currency,7.582560427911907e-10,0.7669313,0.5174538075111947
24,http://iasted#is_dated_on,http://sigkdd#Date,iasted-sigkdd,is dated on,date,0.0009118819655545162,0.5494177,0.292192540517128,dated,date,0.36787944117144233,0.6364977,0.6364976978002104,activity is dated on,deadline date,8.315287191035679e-07,0.702847,0.37180915317619445,activity dated,deadline date,0.00033546262790251185,0.82875705,0.6935944411303758
25,http://iasted#is_dated_on,http://sigkdd#E-mail,iasted-sigkdd,is dated on,e mail,0.00012340980408667956,0.06150457,0.003325967976315932,dated,e mail,0.0024787521766663585,0.057779793,0.005295661827433022,activity is dated on,person e mail,4.139937718785167e-08,0.27078107,0.0192776835199158,activity dated,person e mail,6.14421235332821e-06,0.28325173,0.029198058965721738
26,http://iasted#is_dated_on,http://sigkdd#End_of_conference,iasted-sigkdd,is dated on,end of conference,3.059023205018258e-07,0.60336727,0.23661815573833775,dated,end conference,6.14421235332821e-06,0.5918864,0.5010421009883147,activity is dated on,conference end of conference,3.775134544279098e-11,0.7386153,0.3255483974200531,activity dated,conference end conference,2.7894680928689246e-10,0.81651247,0.6304337669021147
27,http://iasted#is_dated_on,http://sigkdd#Name,iasted-sigkdd,is dated on,name,0.00012340980408667956,0.491329,0.2612996962719091,dated,name,0.049787068367863944,0.50558966,0.5055896520991261,activity is dated on,person name,4.139937718785167e-08,0.714318,0.3704504280744598,activity dated,person name,1.670170079024566e-05,0.7943213,0.6404291921486757
28,http://iasted#is_dated_on,http://sigkdd#Name_of_conference,iasted-sigkdd,is dated on,name of conference,1.1253517471925912e-07,0.6058298,0.23955952852953843,dated,name conference,2.2603294069810542e-06,0.62533754,0.5561681681754053,activity is dated on,conference name of conference,1.026187963170189e-10,0.74128455,0.3285788364173675,activity dated,conference name conference,1.026187963170189e-10,0.83913153,0.6758662308436518
29,http://iasted#is_dated_on,http://sigkdd#Name_of_sponsor,iasted-sigkdd,is dated on,name of sponsor,2.2603294069810542e-06,0.59402174,0.23239209543456268,dated,name sponsor,4.5399929762484854e-05,0.5904418,0.5313956342533722,activity is dated on,sponzor name of sponsor,7.582560427911907e-10,0.7429174,0.3175930490796797,activity dated,sponzor name sponsor,1.522997974471263e-08,0.821238,0.6384511564138775
30,http://iasted#is_dated_on,http://sigkdd#Nation,iasted-sigkdd,is dated on,nation,0.0009118819655545162,0.5286197,0.28113173117055956,dated,nation,0.01831563888873418,0.51219136,0.5121913711504563,activity is dated on,person nation,3.059023205018258e-07,0.71771085,0.3830563388343872,activity dated,person nation,6.14421235332821e-06,0.7994668,0.6797321820714886
31,http://iasted#is_dated_on,http://sigkdd#Price,iasted-sigkdd,is dated on,price,4.5399929762484854e-05,0.48042446,0.2555004165840394,dated,price,0.006737946999085467,0.5027822,0.5027822479642176,activity is dated on,registration fee price,5.602796437537268e-09,0.6269675,0.29643432815939946,activity dated,registration fee price,5.602796437537268e-09,0.7206641,0.4938041316403792
32,http://iasted#is_dated_on,http://sigkdd#Start_of_conference,iasted-sigkdd,is dated on,start of conference,3.059023205018258e-07,0.62546533,0.24512950009294635,dated,start conference,2.2603294069810542e-06,0.6325191,0.5919119853798366,activity is dated on,conference start of conference,3.775134544279098e-11,0.75324667,0.3342921548520435,activity dated,conference start conference,1.026187963170189e-10,0.842749,0.7045222973322182
0,http://confOf#abstract,http://sigkdd#City_of_conference,confof-sigkdd,abstract,city of conference,1.1253517471925912e-07,0.66153324,0.4244404851942244,abstract,city conference,2.2603294069810542e-06,0.787558,0.7101568321583969,contribution abstract,conference city of conference,2.061153622438558e-09,0.80162966,0.5212790507626085,contribution abstract,conference city conference,1.522997974471263e-08,0.88534415,0.7790696446553191
1,http://confOf#abstract,http://sigkdd#Currency,confof-sigkdd,abstract,currency,0.0009118819655545162,0.7704413,0.7704412793914285,abstract,currency,0.0009118819655545162,0.7704413,0.7704412793914285,contribution abstract,registration fee currency,1.522997974471263e-08,0.8146087,0.6009031229539457,contribution abstract,registration fee currency,1.522997974471263e-08,0.8146087,0.6009031229539457
2,http://confOf#abstract,http://sigkdd#Date,confof-sigkdd,abstract,date,0.0009118819655545162,0.58982116,0.5898211860317474,abstract,date,0.0009118819655545162,0.58982116,0.5898211860317474,contribution abstract,deadline date,1.522997974471263e-08,0.8087704,0.7093580164055542,contribution abstract,deadline date,1.522997974471263e-08,0.8087704,0.7093580164055542
3,http://confOf#abstract,http://sigkdd#E-mail,confof-sigkdd,abstract,e mail,0.0009118819655545162,0.06817712,0.006248602179952561,abstract,e mail,0.0009118819655545162,0.06817712,0.006248602179952561,contribution abstract,person e mail,1.1253517471925912e-07,0.29087204,0.03243850553296303,contribution abstract,person e mail,1.1253517471925912e-07,0.29087204,0.03243850553296303
4,http://confOf#abstract,http://sigkdd#End_of_conference,confof-sigkdd,abstract,end of conference,3.059023205018258e-07,0.63707525,0.3926582862920661,abstract,end conference,6.14421235332821e-06,0.74647516,0.6319041627614306,contribution abstract,conference end of conference,2.061153622438558e-09,0.7856714,0.49160584654376915,contribution abstract,conference end conference,4.139937718785167e-08,0.8662229,0.7205077217612773
5,http://confOf#abstract,http://sigkdd#Name,confof-sigkdd,abstract,name,0.0009118819655545162,0.62798446,0.6279844820915542,abstract,name,0.0009118819655545162,0.62798446,0.6279844820915542,contribution abstract,person name,1.1253517471925912e-07,0.83349806,0.7292620890584508,contribution abstract,person name,1.1253517471925912e-07,0.83349806,0.7292620890584508
6,http://confOf#abstract,http://sigkdd#Name_of_conference,confof-sigkdd,abstract,name of conference,3.059023205018258e-07,0.69097775,0.4313186649634162,abstract,name conference,6.14421235332821e-06,0.81796515,0.7274890227669435,contribution abstract,conference name of conference,7.582560427911907e-10,0.82322675,0.5244537355930392,contribution abstract,conference name conference,5.602796437537268e-09,0.90548325,0.7854022968520561
7,http://confOf#abstract,http://sigkdd#Name_of_sponsor,confof-sigkdd,abstract,name of sponsor,2.2603294069810542e-06,0.66034216,0.41168373048771245,abstract,name sponsor,4.5399929762484854e-05,0.7537612,0.6783824737828733,contribution abstract,sponzor name of sponsor,5.602796437537268e-09,0.7995106,0.5008808104678897,contribution abstract,sponzor name sponsor,1.522997974471263e-08,0.86952794,0.7379935950530515
8,http://confOf#abstract,http://sigkdd#Nation,confof-sigkdd,abstract,nation,0.0009118819655545162,0.7147216,0.7147216164478332,abstract,nation,0.0009118819655545162,0.7147216,0.7147216164478332,contribution abstract,person nation,1.1253517471925912e-07,0.86610574,0.7931207915330598,contribution abstract,person nation,1.1253517471925912e-07,0.86610574,0.7931207915330598
9,http://confOf#abstract,http://sigkdd#Price,confof-sigkdd,abstract,price,0.0024787521766663585,0.6494473,0.6494472960055697,abstract,price,0.0024787521766663585,0.6494473,0.6494472960055697,contribution abstract,registration fee price,3.059023205018258e-07,0.7593079,0.5689437061576629,contribution abstract,registration fee price,3.059023205018258e-07,0.7593079,0.5689437061576629
10,http://confOf#abstract,http://sigkdd#Start_of_conference,confof-sigkdd,abstract,start of conference,1.1253517471925912e-07,0.6998998,0.44877761742519534,abstract,start conference,2.2603294069810542e-06,0.825073,0.772104082760966,contribution abstract,conference start of conference,7.582560427911907e-10,0.82942134,0.54483472001937,contribution abstract,conference start conference,5.602796437537268e-09,0.90718126,0.8263593677285886
11,http://confOf#contactEmail,http://sigkdd#City_of_conference,confof-sigkdd,contact email,city of conference,3.059023205018258e-07,0.6349917,0.3871055258129835,contact email,city conference,6.14421235332821e-06,0.7661437,0.6532617384076292,contribution contact email,conference city of conference,7.582560427911907e-10,0.7754494,0.4844135788426699,contribution contact email,conference city conference,5.602796437537268e-09,0.8613004,0.7243385723204752
12,http://confOf#contactEmail,http://sigkdd#Currency,confof-sigkdd,contact email,currency,1.670170079024566e-05,0.7321664,0.6915127941708641,contact email,currency,1.670170079024566e-05,0.7321664,0.6915127941708641,contribution contact email,registration fee currency,2.061153622438558e-09,0.80668646,0.5901409850392574,contribution contact email,registration fee currency,2.061153622438558e-09,0.80668646,0.5901409850392574
13,http://confOf#contactEmail,http://sigkdd#Date,confof-sigkdd,contact email,date,4.5399929762484854e-05,0.6414566,0.6058396638482927,contact email,date,4.5399929762484854e-05,0.6414566,0.6058396638482927,contribution contact email,deadline date,7.582560427911907e-10,0.8216668,0.6934015480800055,contribution contact email,deadline date,7.582560427911907e-10,0.8216668,0.6934015480800055
14,http://confOf#contactEmail,http://sigkdd#E-mail,confof-sigkdd,contact email,e mail,0.00033546262790251185,0.08007375,0.007196605924228809,contact email,e mail,0.00033546262790251185,0.08007375,0.007196605924228809,contribution contact email,person e mail,4.139937718785167e-08,0.3133601,0.03526614031248278,contribution contact email,person e mail,4.139937718785167e-08,0.3133601,0.03526614031248278
15,http://confOf#contactEmail,http://sigkdd#End_of_conference,confof-sigkdd,contact email,end of conference,3.059023205018258e-07,0.61631066,0.36092742706899034,contact email,end conference,6.14421235332821e-06,0.7347369,0.5910304925115649,contribution contact email,conference end of conference,7.582560427911907e-10,0.76301646,0.46076304664938417,contribution contact email,conference end conference,1.522997974471263e-08,0.8471426,0.6775739847088381
16,http://confOf#contactEmail,http://sigkdd#Name,confof-sigkdd,contact email,name,4.5399929762484854e-05,0.66995513,0.6327558250150576,contact email,name,4.5399929762484854e-05,0.66995513,0.6327558250150576,contribution contact email,person name,5.602796437537268e-09,0.8534544,0.7245060526123164,contribution contact email,person name,5.602796437537268e-09,0.8534544,0.7245060526123164
17,http://confOf#contactEmail,http://sigkdd#Name_of_conference,confof-sigkdd,contact email,name of conference,1.1253517471925912e-07,0.68082756,0.410944821388501,contact email,name conference,2.2603294069810542e-06,0.827556,0.7136800959952257,contribution contact email,conference name of conference,2.7894680928689246e-10,0.80799687,0.5063193163816856,contribution contact email,conference name conference,2.061153622438558e-09,0.89812535,0.7683383685406484
18,http://confOf#contactEmail,http://sigkdd#Name_of_sponsor,confof-sigkdd,contact email,name of sponsor,8.315287191035679e-07,0.6681728,0.4028057997331678,contact email,name sponsor,6.14421235332821e-06,0.7936271,0.6962351796427009,contribution contact email,sponzor name of sponsor,1.026187963170189e-10,0.7958707,0.4872610779797433,contribution contact email,sponzor name sponsor,2.7894680928689246e-10,0.8788421,0.7256201647695951
19,http://confOf#contactEmail,http://sigkdd#Nation,confof-sigkdd,contact email,nation,4.5399929762484854e-05,0.6880987,0.6498919946919237,contact email,nation,4.5399929762484854e-05,0.6880987,0.6498919946919237,contribution contact email,person nation,5.602796437537268e-09,0.85066557,0.7539054241020131,contribution contact email,person nation,5.602796437537268e-09,0.85066557,0.7539054241020131
20,http://confOf#contactEmail,http://sigkdd#Price,confof-sigkdd,contact email,price,1.670170079024566e-05,0.65437746,0.618043123858053,contact email,price,1.670170079024566e-05,0.65437746,0.618043123858053,contribution contact email,registration fee price,2.061153622438558e-09,0.76142496,0.5589703573595608,contribution contact email,registration fee price,2.061153622438558e-09,0.76142496,0.5589703573595608
21,http://confOf#contactEmail,http://sigkdd#Start_of_conference,confof-sigkdd,contact email,start of conference,1.1253517471925912e-07,0.6812037,0.41505028826575013,contact email,start conference,2.2603294069810542e-06,0.8195156,0.7309505434996877,contribution contact email,conference start of conference,2.7894680928689246e-10,0.8075976,0.5124089350889715,contribution contact email,conference start conference,2.061153622438558e-09,0.8902734,0.7806843262735144
22,http://confOf#defaultChoice,http://sigkdd#City_of_conference,confof-sigkdd,default choice,city of conference,8.315287191035679e-07,0.6874032,0.4257865603165341,default choice,city conference,2.2603294069810542e-06,0.8029595,0.6901076396247423,social event default choice,conference city of conference,1.026187963170189e-10,0.8261671,0.5069590141188623,social event default choice,conference city conference,2.7894680928689246e-10,0.8909453,0.7319277248678769
23,http://confOf#defaultChoice,http://sigkdd#Currency,confof-sigkdd,default choice,currency,6.14421235332821e-06,0.82262063,0.774816151824049,default choice,currency,6.14421235332821e-06,0.82262063,0.774816151824049,social event default choice,registration fee currency,1.026187963170189e-10,0.83396053,0.5767588284858325,social event default choice,registration fee currency,1.026187963170189e-10,0.83396053,0.5767588284858325
24,http://confOf#defaultChoice,http://sigkdd#Date,confof-sigkdd,default choice,date,4.5399929762484854e-05,0.6570087,0.6188283320170792,default choice,date,4.5399929762484854e-05,0.6570087,0.6188283320170792,social event default choice,deadline date,2.061153622438558e-09,0.8275931,0.6700989870039632,social event default choice,deadline date,2.061153622438558e-09,0.8275931,0.6700989870039632
25,http://confOf#defaultChoice,http://sigkdd#E-mail,confof-sigkdd,default choice,e mail,1.670170079024566e-05,0.06733388,0.006070939866082974,default choice,e mail,1.670170079024566e-05,0.06733388,0.006070939866082974,social event default choice,person e mail,2.7894680928689246e-10,0.2936115,0.03101184231026052,social event default choice,person e mail,2.7894680928689246e-10,0.2936115,0.03101184231026052
26,http://confOf#defaultChoice,http://sigkdd#End_of_conference,confof-sigkdd,default choice,end of conference,2.2603294069810542e-06,0.67313564,0.4005363407705444,default choice,end conference,6.14421235332821e-06,0.780377,0.6251373538272874,social event default choice,conference end of conference,7.582560427911907e-10,0.81286836,0.4804726271213726,social event default choice,conference end conference,7.582560427911907e-10,0.87622464,0.6748620388380602
27,http://confOf#defaultChoice,http://sigkdd#Name,confof-sigkdd,default choice,name,6.14421235332821e-06,0.6893524,0.649292435460144,default choice,name,6.14421235332821e-06,0.6893524,0.649292435460144,social event default choice,person name,1.026187963170189e-10,0.8507416,0.6966269819319795,social event default choice,person name,1.026187963170189e-10,0.8507416,0.6966269819319795
28,http://confOf#defaultChoice,http://sigkdd#Name_of_conference,confof-sigkdd,default choice,name of conference,8.315287191035679e-07,0.7292284,0.4394536066175155,default choice,name conference,2.2603294069810542e-06,0.8536018,0.723002503950491,social event default choice,conference name of conference,1.026187963170189e-10,0.84374654,0.5167147188041733,social event default choice,conference name conference,2.7894680928689246e-10,0.9045181,0.7411063300746717
29,http://confOf#defaultChoice,http://sigkdd#Name_of_sponsor,confof-sigkdd,default choice,name of sponsor,2.2603294069810542e-06,0.71399224,0.4277949152315198,default choice,name sponsor,6.14421235332821e-06,0.8157212,0.6944223322836114,social event default choice,sponzor name of sponsor,2.7894680928689246e-10,0.8217938,0.4975528068955411,social event default choice,sponzor name sponsor,2.7894680928689246e-10,0.8719304,0.6950254941449752
30,http://confOf#defaultChoice,http://sigkdd#Nation,confof-sigkdd,default choice,nation,1.670170079024566e-05,0.7766894,0.731554079281848,default choice,nation,1.670170079024566e-05,0.7766894,0.731554079281848,social event default choice,person nation,2.7894680928689246e-10,0.88344026,0.7416597630994838,social event default choice,person nation,2.7894680928689246e-10,0.88344026,0.7416597630994838
31,http://confOf#defaultChoice,http://sigkdd#Price,confof-sigkdd,default choice,price,1.670170079024566e-05,0.73303354,0.6904351512197726,default choice,price,1.670170079024566e-05,0.73303354,0.6904351512197726,social event default choice,registration fee price,2.061153622438558e-09,0.7885124,0.5563745167531506,social event default choice,registration fee price,2.061153622438558e-09,0.7885124,0.5563745167531506
32,http://confOf#defaultChoice,http://sigkdd#Start_of_conference,confof-sigkdd,default choice,start of conference,3.059023205018258e-07,0.7411614,0.45880001554626443,default choice,start conference,6.14421235332821e-06,0.8654243,0.7678777744222571,social event default choice,conference start of conference,3.775134544279098e-11,0.8501373,0.5325090270987937,social event default choice,conference start conference,7.582560427911907e-10,0.90627366,0.7725972362016824
33,http://confOf#defaultChoice,http://sigkdd#City_of_conference,confof-sigkdd,default choice,city of conference,8.315287191035679e-07,0.6874032,0.4257865603165341,default choice,city conference,2.2603294069810542e-06,0.8029595,0.6901076396247423,working event default choice,conference city of conference,1.026187963170189e-10,0.82999164,0.512582822106516,working event default choice,conference city conference,2.7894680928689246e-10,0.8993375,0.7403149561162704
34,http://confOf#defaultChoice,http://sigkdd#Currency,confof-sigkdd,default choice,currency,6.14421235332821e-06,0.82262063,0.774816151824049,default choice,currency,6.14421235332821e-06,0.82262063,0.774816151824049,working event default choice,registration fee currency,3.775134544279098e-11,0.832557,0.5887188722932568,working event default choice,registration fee currency,3.775134544279098e-11,0.832557,0.5887188722932568
35,http://confOf#defaultChoice,http://sigkdd#Date,confof-sigkdd,default choice,date,4.5399929762484854e-05,0.6570087,0.6188283320170792,default choice,date,4.5399929762484854e-05,0.6570087,0.6188283320170792,working event default choice,deadline date,7.582560427911907e-10,0.84179366,0.6920773212450065,working event default choice,deadline date,7.582560427911907e-10,0.84179366,0.6920773212450065
36,http://confOf#defaultChoice,http://sigkdd#E-mail,confof-sigkdd,default choice,e mail,1.670170079024566e-05,0.06733388,0.006070939866082974,default choice,e mail,1.670170079024566e-05,0.06733388,0.006070939866082974,working event default choice,person e mail,7.582560427911907e-10,0.29315227,0.030897486136701357,working event default choice,person e mail,7.582560427911907e-10,0.29315227,0.030897486136701357
37,http://confOf#defaultChoice,http://sigkdd#End_of_conference,confof-sigkdd,default choice,end of conference,2.2603294069810542e-06,0.67313564,0.4005363407705444,default choice,end conference,6.14421235332821e-06,0.780377,0.6251373538272874,working event default choice,conference end of conference,7.582560427911907e-10,0.8222633,0.4876041865453684,working event default choice,conference end conference,7.582560427911907e-10,0.8926207,0.6929686985956146
38,http://confOf#defaultChoice,http://sigkdd#Name,confof-sigkdd,default choice,name,6.14421235332821e-06,0.6893524,0.649292435460144,default choice,name,6.14421235332821e-06,0.6893524,0.649292435460144,working event default choice,person name,2.7894680928689246e-10,0.862632,0.7138340918805239,working event default choice,person name,2.7894680928689246e-10,0.862632,0.7138340918805239
39,http://confOf#defaultChoice,http://sigkdd#Name_of_conference,confof-sigkdd,default choice,name of conference,8.315287191035679e-07,0.7292284,0.4394536066175155,default choice,name conference,2.2603294069810542e-06,0.8536018,0.723002503950491,working event default choice,conference name of conference,1.026187963170189e-10,0.85109943,0.5191794074758315,working event default choice,conference name conference,2.7894680928689246e-10,0.917992,0.7609903350869198
40,http://confOf#defaultChoice,http://sigkdd#Name_of_sponsor,confof-sigkdd,default choice,name of sponsor,2.2603294069810542e-06,0.71399224,0.4277949152315198,default choice,name sponsor,6.14421235332821e-06,0.8157212,0.6944223322836114,working event default choice,sponzor name of sponsor,3.775134544279098e-11,0.832759,0.4996868188834115,working event default choice,sponzor name sponsor,3.775134544279098e-11,0.8903369,0.7199119100638159
41,http://confOf#defaultChoice,http://sigkdd#Nation,confof-sigkdd,default choice,nation,1.670170079024566e-05,0.7766894,0.731554079281848,default choice,nation,1.670170079024566e-05,0.7766894,0.731554079281848,working event default choice,person nation,7.582560427911907e-10,0.8905698,0.7585355053715401,working event default choice,person nation,7.582560427911907e-10,0.8905698,0.7585355053715401
